lemma,part_of_speech,hyponyms
political system,noun,autocracy;constitutionalism;democracy;diarchy;gerontocracy;gynecocracy;hegemony;mobocracy;oligarchy;plutocracy;republic;technocracy;theocracy
political theory,noun,absolutism;anarchism;autocracy;centrism;collectivism;communism;conservatism;constitutionalism;democracy;domino theory;dovishness;elitism;extremism;fascism;federalism;hawkishness;imperialism;leftism;liberalism;libertarianism;meritocracy;monarchism;negritude;orleanism;progressivism;radicalism;reactionism;republicanism;rightism;segregationism;social democracy;socialism;theocracy;utopianism
political unit,noun,amphictyony;cell;holy roman empire;lobby;lunatic fringe;palestine national authority;revolutionary group;state;union
politician,noun,governor;legislator;mayor|campaigner;communist;demagogue;democrat;federalist;labourite;machine politician;mugwump;noncandidate;party boss;party man;potemkin;republican;sachem;socialist;standard-bearer;statesman;technocrat;whig
politico,noun,campaigner;communist;demagogue;democrat;federalist;labourite;machine politician;mugwump;noncandidate;party boss;party man;potemkin;republican;sachem;socialist;standard-bearer;statesman;technocrat;whig
politics,noun,geopolitics;realpolitik
polity,noun,government
poll,noun,exit poll;straw vote|tonsure
poll,verb,circularize
pollen,noun,pollinium;ragweed pollen
pollenation,noun,cross-pollination;self-pollination
pollination,noun,cross-pollination;self-pollination
polls,noun,exit poll;straw vote|tonsure
polls,verb,circularize
pollutant,noun,chlorofluorocarbon;dichlorodiphenyltrichloroethane;halon;nitrogen oxide;sulfur dioxide
pollution,noun,air pollution;biodegradable pollution;noise pollution;nonbiodegradable pollution;thermal pollution;water pollution|dust contamination
polyamide,noun,nylon
polychaete,noun,bloodworm;lugworm;sea mouse
polychaete worm,noun,bloodworm;lugworm;sea mouse
polychete,noun,bloodworm;lugworm;sea mouse
polychete worm,noun,bloodworm;lugworm;sea mouse
polyester,noun,polyester fiber|dacron
polygamist,noun,polyandrist;polygynist
polygamy,noun,polyandry;polygyny
polygenic disease,noun,diabetes
polygenic disorder,noun,diabetes
polygon,noun,concave polygon;convex polygon;decagon;dodecagon;heptagon;hexagon;isogon;nonagon;octagon;pentagon;quadrilateral;spherical polygon;triangle;undecagon
polygonal shape,noun,concave polygon;convex polygon;decagon;dodecagon;heptagon;hexagon;isogon;nonagon;octagon;pentagon;quadrilateral;spherical polygon;triangle;undecagon
polygraph,noun,lie detector
polyhedron,noun,concave polyhedron;convex polyhedron;decahedron;dodecahedron;hexahedron;icosahedron;octahedron;pentahedron;prism;prismatoid;pyramid;regular polyhedron;tetrahedron;trapezohedron
polymer,noun,copolymer;deoxyribonucleic acid;lignin;polyamide;polyurethane;ribonucleic acid;silicone;synthetic resin;trimer
polymerase,noun,dna polymerase;reverse transcriptase;transcriptase
polymeric amide,noun,nylon
polymethyl methacrylate,noun,lucite;plexiglas
polymorphism,noun,single nucleotide polymorphism|dimorphism|dimorphism
polyneuritis,noun,guillain-barre syndrome
polyose,noun,cellulose;chitin;dextrin;glycogen;heparin;inulin;mucopolysaccharide;starch
polyp,noun,adenomatous polyp;pedunculated polyp;sessile polyp
polyphonic music,noun,counterpoint
polyphony,noun,counterpoint
polyphosphoric acid,noun,metaphosphoric acid;pyrophosphoric acid
polypody,noun,common polypody;grey polypody;leatherleaf;licorice fern;rock polypody
polypore,noun,albatrellus dispansus;albatrellus ovinus;beefsteak fungus;bracket fungus;neolentinus ponderosus;nigroporus vinosus;oligoporus leucospongia;polyporus squamosus;polyporus tenuiculus
polypus,noun,adenomatous polyp;pedunculated polyp;sessile polyp
polysaccharide,noun,cellulose;chitin;dextrin;glycogen;heparin;inulin;mucopolysaccharide;starch
polystyrene,noun,styrofoam
polysyllabic word,noun,jawbreaker;sesquipedalian
polysyllable,noun,jawbreaker;sesquipedalian
polytheism,noun,tritheism
polyunsaturated fatty acid,noun,linoleic acid;omega-3 fatty acid;omega-6 fatty acid
polyurethan,noun,polyfoam
polyurethane,noun,polyfoam
polyvinyl resin,noun,polyvinyl acetate;polyvinyl chloride;styrene
pom-pom,noun,bofors gun
pomace fly,noun,apple maggot;drosophila;mediterranean fruit fly;vinegar fly
pomade,noun,brilliantine
pomatum,noun,brilliantine
pome,noun,apple;pear;quince
pommel,noun,horn
pompano,noun,florida pompano;permit
ponce,noun,procuress;whoremaster
pond,noun,fishpond;horsepond;mere;millpond;swimming hole;water hole
pond-skater,noun,common pond-skater
pondweed,noun,curled leaf pondweed;frog's lettuce;horned pondweed;loddon pondweed;variously-leaved pondweed
pongid,noun,chimpanzee;gorilla;orangutan
pontiff,noun,antipope
pony,noun,cayuse;mustang|exmoor;shetland pony;welsh pony
poodle,noun,large poodle;miniature poodle;standard poodle;toy poodle
poodle dog,noun,large poodle;miniature poodle;standard poodle;toy poodle
pool,noun,cistern;swimming pool;wading pool;water jump|fishpond;horsepond;mere;millpond;swimming hole;water hole|typing pool|trust|billabong;mud puddle|snooker
pool ball,noun,eight ball
poon,noun,alexandrian laurel
poor fish,noun,berk;dunce;klutz
poor people,noun,homeless;needy
poor person,noun,down-and-out;pauper;vagrant;white trash
poorhouse,noun,workhouse
poorness,noun,destitution;impecuniousness;indigence;privation|abstemiousness;sparseness;wateriness
pop group,noun,indie
pope,noun,antipope
poplar,noun,aspen;balsam poplar;black poplar;cottonwood;grey poplar;white poplar
poplar tree,noun,aspen;balsam poplar;black poplar;cottonwood;grey poplar;white poplar
popping,verb,sputter|skin pop
poppy,noun,blue poppy;california poppy;celandine;celandine poppy;corn poppy;creamcups;golden cup;iceland poppy;iceland poppy;opium poppy;oriental poppy;plume poppy;prickly poppy;welsh poppy;western poppy;wind poppy
poppy mallow,noun,clustered poppy mallow;fringed poppy mallow;purple poppy mallow
populace,noun,admass
popular music,noun,dance music;disco;folk music;jazz;macumba;pop music;rap;reggae;rhythm and blues;rock 'n' roll;rockabilly;skiffle
popular music genre,noun,dance music;disco;folk music;jazz;macumba;pop music;rap;reggae;rhythm and blues;rock 'n' roll;rockabilly;skiffle
popularity,noun,hot stuff
populated area,noun,barrio;conurbation;megalopolis;municipality;new town
population,noun,home front|overpopulation|subpopulation
population growth,noun,irruption
populus nigra,noun,lombardy poplar
porc,noun,cochon de lait;pigs' feet;salt pork
porcelain,noun,china;spode
porch,noun,back porch;deck;front porch;portico;stoop;veranda
porcupine,noun,new world porcupine;old world porcupine
porcupine provision,noun,golden parachute;greenmail;pac-man strategy;poison pill;safe harbor;scorched-earth policy
porcupines,noun,new world porcupine;old world porcupine
pore,noun,ostiole|germ pore;hydathode;lenticel
pore,verb,listen;recall;steep;think;zoom in
pore fungus,noun,albatrellus dispansus;albatrellus ovinus;beefsteak fungus;bracket fungus;neolentinus ponderosus;nigroporus vinosus;oligoporus leucospongia;polyporus squamosus;polyporus tenuiculus
pore mushroom,noun,albatrellus dispansus;albatrellus ovinus;beefsteak fungus;bracket fungus;neolentinus ponderosus;nigroporus vinosus;oligoporus leucospongia;polyporus squamosus;polyporus tenuiculus
porgy,noun,red porgy;scup;scup;sheepshead porgy
poriferan,noun,glass sponge
pork,noun,cochon de lait;pigs' feet;salt pork
pork sausage,noun,banger;bratwurst;linguica;saveloy
porn,noun,child pornography
porno,noun,child pornography
pornography,noun,child pornography
porosity,noun,permeability;sponginess
porousness,noun,permeability;sponginess
porpoise,noun,harbor porpoise;vaquita
porridge,noun,gruel;hasty pudding;oatmeal
porta,noun,anus;aortic orifice;blastopore;cardia;cervix;fenestra;fontanelle;introitus;mouth;naris;os;porta hepatis;pylorus;rima;spiracle;stoma;urethral orifice;vent
portable computer,noun,briefcase computer;hand-held computer;laptop;notebook
portent,noun,auspice;death knell;foreboding
porter,noun,redcap;skycap|commissionaire;night porter;ticket collector
portico,noun,narthex
portion,noun,basis;butt;detail;item;language unit;member;remainder;subpart;substance;unit|appendage;bit;bottleneck;bulb;butt;component;cutout;foible;fore edge;forte;fraction;heel;hub;jetsam;limb;neck;peen;piece;pressing;seat;section;shank;spine;toe;turnout;upstage;upstairs;wreckage|allotment;allowance;cut;dispensation;dole;interest;profit sharing;ration;slice;split;tranche;way|failure;good fortune;misfortune;providence|breast;drink;drumstick;libation;medallion;oyster;parson's nose;piece;round;second joint;wing
portion,verb,allocate;allow
portrait,noun,half-length;self-portrait
portrayal,noun,character;impression|mirror|half-length;self-portrait|portraiture
portraying,noun,mirror
portraying,verb,commend
portuguese monetary unit,noun,conto;portuguese escudo
portulaca,noun,rose moss
pose,noun,attitude;radical chic
pose,verb,ramp|masquerade|attitudinize|appose;arrange;barrel;bed;bottle;bucket;butt;clap;cock;coffin;cram;dispose;docket;emplace;emplace;ensconce;glycerolize;ground;imbricate;insert;install;intersperse;jar;juxtapose;ladle;lay;lean;load;marshal;middle;misplace;misplace;nestle;parallelize;park;perch;pigeonhole;pile;pillow;plant;plant;poise;position;postpose;prepose;rack up;recess;recline;replace;repose;reposition;rest;seat;seat;seat;set;set down;set down;settle;shelve;ship;sign;siphon;situate;sow;space;stand;step;stratify;superimpose;superpose;tee;throw;throw;trench;underlay;upend|elude;riddle;stump
poser,noun,poseuse|artist's model;dressmaker's model;photographer's model
poseur,noun,poseuse
posing,verb,ramp|masquerade|attitudinize|appose;arrange;barrel;bed;bottle;bucket;butt;clap;cock;coffin;cram;dispose;docket;emplace;emplace;ensconce;glycerolize;ground;imbricate;insert;install;intersperse;jar;juxtapose;ladle;lay;lean;load;marshal;middle;misplace;misplace;nestle;parallelize;park;perch;pigeonhole;pile;pillow;plant;plant;poise;position;postpose;prepose;rack up;recess;recline;replace;repose;reposition;rest;seat;seat;seat;set;set down;set down;settle;shelve;ship;sign;siphon;situate;sow;space;stand;step;stratify;superimpose;superpose;tee;throw;throw;trench;underlay;upend|elude;riddle;stump
posit,noun,bayes' postulate;premise
posit,verb,bury;sediment|insist
position,noun,anomaly;back;front;half-mast;juxtaposition;landmark;lead;left;lie;pitch;pole position;polls;post;pride of place;right;setting;site;stand;station;vantage;wing|ground;line|bird's eye view;futurism;light;paradigm;sight;straddle;vanguard;weltanschauung|asana;ballet position;decubitus;ectopia;eversion;guard;lithotomy position;lotus position;missionary position;order arms;pose;presentation;sprawl;stance;tuck|bastardy;caste;command;dignity;election;equality;face;footing;high ground;high profile;high status;holy order;leadership;left-handedness;legal status;low status;nationality;nobility;ordination;pedestal;rank;retirement;slot;social station;standing;toehold|academicianship;accountantship;admiralty;ambassadorship;apostleship;apprenticeship;associateship;attorneyship;bailiffship;baronetage;bishopry;cadetship;caliphate;captainship;cardinalship;chairmanship;chancellorship;chaplaincy;chieftaincy;clerkship;commandership;comptrollership;consulship;controllership;councillorship;counselorship;curacy;curatorship;custodianship;deanship;directorship;discipleship;editorship;eldership;emirate;fatherhood;fatherhood;foremanship;generalship;governorship;headship;headship;hot seat;incumbency;inspectorship;instructorship;internship;judgeship;khanate;lectureship;legation;legislatorship;librarianship;lieutenancy;magistracy;managership;manhood;marshalship;mastership;mayoralty;messiahship;moderatorship;overlordship;pastorship;peasanthood;plum;praetorship;precentorship;preceptorship;prefecture;prelacy;premiership;presidency;primateship;principalship;priorship;proconsulship;proctorship;professorship;protectorship;public office;rabbinate;receivership;rectorship;regency;residency;rulership;sainthood;secretaryship;seigniory;senatorship;sinecure;solicitorship;speakership;stewardship;studentship;teachership;thaneship;throne;treasurership;tribuneship;trusteeship;vice-presidency;viceroyship;viziership;wardenship;wardership;womanhood|angular position;anteriority;centrality;coincidence;dead center;direction;gradient;horizontality;inwardness;malposition;marginality;northernness;occlusion;outwardness;placement;point of view;posteriority;room;slot;southernness;tilt;verticality|back;catcher;center;center;center field;cleanup;first base;forward;goalkeeper;guard;left field;lineman;mid-off;mid-on;pitcher;right field;second base;shortstop;third base|fingering;implantation;interposition;juxtaposition;orientation;planting;repositioning;set;stratification;superposition;superposition|place;poverty trap;soup;stymie|hard line;point of view|postposition;preposition|behalf
position,verb,aim;deploy;dress;orient;square|appose;arrange;barrel;bed;bottle;bucket;butt;clap;cock;coffin;cram;dispose;docket;emplace;emplace;ensconce;glycerolize;ground;imbricate;insert;install;intersperse;jar;juxtapose;ladle;lay;lean;load;marshal;middle;misplace;misplace;nestle;parallelize;park;perch;pigeonhole;pile;pillow;plant;plant;poise;position;postpose;prepose;rack up;recess;recline;replace;repose;reposition;rest;seat;seat;seat;set;set down;set down;settle;shelve;ship;sign;siphon;situate;sow;space;stand;step;stratify;superimpose;superpose;tee;throw;throw;trench;underlay;upend
positional notation,noun,binary numeration system;decimal numeration system;duodecimal number system;hexadecimal number system;octal numeration system
positional representation system,noun,binary numeration system;decimal numeration system;duodecimal number system;hexadecimal number system;octal numeration system
positive feedback,noun,vicious circle
positive identification,noun,card;credit card;debit card;green card;id;key;number;password;smart card
positive stimulus,noun,bonus;joy
positiveness,noun,assertiveness|auspiciousness
positivism,noun,comtism|assertiveness
positivity,noun,assertiveness|auspiciousness
possession,noun,actual possession;constructive possession;criminal possession;retention|assets;circumstances;liabilities;property;transferred property;treasure;white elephant|nerves;presence of mind
possessive case,noun,attributive genitive
possessor,noun,holder;homeowner;part-owner;saver;shipowner
possibility,noun,achievability;conceivableness;opportunity;potential|assumption;gemmule;historicism;hypothetical;model;speculation|possible
possible action,noun,possible
possibleness,noun,achievability;conceivableness;opportunity;potential
possum,noun,common opossum;crab-eating opossum|brush-tailed phalanger;cuscus;flying phalanger;koala
post,noun,bridgehead;lookout;outstation|garrison;outpost|academicianship;accountantship;admiralty;ambassadorship;apostleship;apprenticeship;associateship;attorneyship;bailiffship;baronetage;bishopry;cadetship;caliphate;captainship;cardinalship;chairmanship;chancellorship;chaplaincy;chieftaincy;clerkship;commandership;comptrollership;consulship;controllership;councillorship;counselorship;curacy;curatorship;custodianship;deanship;directorship;discipleship;editorship;eldership;emirate;fatherhood;fatherhood;foremanship;generalship;governorship;headship;headship;hot seat;incumbency;inspectorship;instructorship;internship;judgeship;khanate;lectureship;legation;legislatorship;librarianship;lieutenancy;magistracy;managership;manhood;marshalship;mastership;mayoralty;messiahship;moderatorship;overlordship;pastorship;peasanthood;plum;praetorship;precentorship;preceptorship;prefecture;prelacy;premiership;presidency;primateship;principalship;priorship;proconsulship;proctorship;professorship;protectorship;public office;rabbinate;receivership;rectorship;regency;residency;rulership;sainthood;secretaryship;seigniory;senatorship;sinecure;solicitorship;speakership;stewardship;studentship;teachership;thaneship;throne;treasurership;tribuneship;trusteeship;vice-presidency;viceroyship;viziership;wardenship;wardership;womanhood|bollard;carrick bitt;corner post;gatepost;goalpost;hitching post;hop pole;king post;lamppost;maypole;newel post;queen post;rudderpost;stake;stanchion;standard;stump;telephone pole;timber;whipping post|fan mail;hate mail;mailing|starting post;winning post|airmail;rural free delivery;snail mail
post,verb,placard|placard|fort;garrison;locate|airmail;express-mail;express;register
post card,noun,lettercard;picture postcard
postal card,noun,lettercard;picture postcard
postal service,noun,airmail;rural free delivery;snail mail
postbox,noun,pillar box
postcard,noun,lettercard;picture postcard
poster,noun,flash card;show bill
poster child,noun,poster boy;poster girl
posterior serratus muscle,noun,serratus posterior inferior;serratus posterior superior
postiche,noun,afro-wig;switch;toupee;wig|fake book;potemkin village
posting,noun,flash card;show bill
posting,verb,placard|placard|fort;garrison;locate|airmail;express-mail;express;register
postmaster,noun,postmistress
postponement,noun,extension;moratorium;retardation|adjournment
postscript,noun,appendix;sequel
posttraumatic stress disorder,noun,battle fatigue
postulate,noun,bayes' postulate;premise
postulate,verb,insist|claim;compel;cost;cry out for;draw;govern
postulation,noun,application;demand;solicitation
posture,noun,asana;ballet position;decubitus;ectopia;eversion;guard;lithotomy position;lotus position;missionary position;order arms;pose;presentation;sprawl;stance;tuck|awkwardness;gracefulness;slouch;walk|hard line;point of view|firepower;sea power
posture,verb,attitudinize|ramp
posturing,verb,attitudinize|ramp
pot,noun,caldron;coffeepot;dixie;dutch oven;kettle;marmite;pottle;saucepot;stockpot;teapot;urn|flush toilet;flushless toilet;potty seat|planter|flood;haymow
pot,verb,repot
pot roast,noun,bottom round
potassium carbonate,noun,pearl ash
potation,noun,quaff
potato,noun,baked potato;french fries;home fries;mashed potato;uruguay potato
potency,noun,carte blanche;command;imperium;lordship;muscle;power of appointment;sovereignty|latency;prospect
potentate,noun,shogun;strongman;tyrant
potential difference,noun,evoked potential;resting potential
potential divider,noun,potentiometer
potential drop,noun,evoked potential;resting potential
potential energy,noun,elastic energy
potential unit,noun,abvolt;femtovolt;kilovolt;microvolt;millivolt;nanovolt;picovolt;volt
potentiality,noun,latency;prospect|compass;imperfectibility;perfectibility
pothook,noun,trammel
pothouse,noun,alehouse;free house
potion,noun,elixir;philter
potpourri,noun,alphabet soup;grab bag;odds and ends;range;sampler;selection;witches' brew
potter,verb,puddle
potter's clay,noun,slip
potter's earth,noun,slip
pottery,noun,agateware;lusterware;wedgwood
pouch,noun,mailbag;pocket;sporran;tobacco pouch;waist pack|auricle;auricula;cheek pouch;gizzard;marsupium;scrotum;utricle
pouch,verb,bulk
pouched mammal,noun,bandicoot;dasyurid marsupial;kangaroo;opossum;opossum rat;phalanger;pouched mole;wombat
pouched rat,noun,northern pocket gopher;plains pocket gopher;southeastern pocket gopher;valley pocket gopher
poulet,noun,broiler;capon;fryer;hen;roaster;spatchcock
poultice,noun,mustard plaster
poultry,noun,bantam;chicken;cochin;cornish;dorking;game fowl;guinea fowl;plymouth rock;rock cornish;turkey|chicken;duck;goose;guinea hen;rock cornish hen;squab;turkey
pounce,verb,stoop
pound,verb,flap;palpitate;pulsate;thrash
poundage,noun,drug bust
pounding,verb,flap;palpitate;pulsate;thrash
pourboire,noun,christmas box
pout,noun,fish doctor;ocean pout;viviparous eelpout
pout,verb,grizzle
poverty,noun,destitution;impecuniousness;indigence;privation
pow camp,noun,gulag
powder,noun,araroba;aspirin powder;baby powder;dover's powder;face powder;toilet powder
powder,verb,talc
powdered milk,noun,nonfat dry milk
powdered sugar,noun,castor sugar;icing sugar
power,noun,control;disposal;effectiveness;free will;influence;interest;irresistibility;legal power;persuasiveness;potency;preponderance;puissance;repellent;stranglehold;sway;valence;valence;veto|electrical power;waterpower|aptitude;bilingualism;capacity;creativity;faculty;hand;intelligence;know-how;leadership;originality;skill;skill;superior skill|executive clemency;war power|influence;juggernaut;moloch|degree;logarithm|hegemon|oil tycoon
power,verb,drive
power brake,noun,airbrake
power drill,noun,electric drill;pneumatic drill
power failure,noun,blackout;flame-out
power hammer,noun,air hammer;electric hammer;triphammer
power mower,noun,riding mower
power of attorney,noun,proxy;stock power
power outage,noun,blackout;flame-out
power plant,noun,wind farm
power saw,noun,bandsaw;chain saw;circular saw;gangsaw;jigsaw;saber saw;sawmill
power shovel,noun,backhoe;dredge;steam shovel
power station,noun,wind farm
power tool,noun,buffer;burr;drum sander;hammer;plane;power drill;power saw;router;stamping machine
power train,noun,epicyclic train;reduction gear
power unit,noun,abwatt;horsepower;kilovolt-ampere;kilowatt;megawatt;milliwatt;volt-ampere;watt
powerboat,noun,cabin cruiser;launch;outboard motorboat;speedboat;water scooter
powerfulness,noun,control;disposal;effectiveness;free will;influence;interest;irresistibility;legal power;persuasiveness;potency;preponderance;puissance;repellent;stranglehold;sway;valence;valence;veto
powerhouse,noun,self-starter|wind farm
powerlessness,noun,helplessness;ineffectiveness;paper tiger;uninterestingness;unpersuasiveness;voicelessness
pox,noun,neurosyphilis;primary syphilis;secondary syphilis;tertiary syphilis|chickenpox;cowpox;smallpox
poxvirus,noun,myxoma virus;variola virus
practicability,noun,feasibility
practicableness,noun,feasibility
practical application,noun,misapplication;technology
practical joke,noun,april fool;hotfoot;rag;snipe hunt
practicality,noun,functionality;realism;sensibleness;viability
practice,noun,biologism;calisthenics;cannibalism;careerism;cooperation;custom;fashion;featherbedding;formalism;habitude;lobbyism;lynch law;mistreatment;modernism;nonconformism;nudism;occult;one-upmanship;ornamentalism;peonage;pluralism;popery;quotation;ritual;ritualism;slavery;symbolism;systematism;transvestism;unwritten law|fire drill;manual of arms;military drill;rehearsal;rehearsal;review;scrimmage;shadowboxing;target practice|consultancy;cosmetology;dental practice;law practice;medical practice;optometry;private practice;witching|convention;custom;heritage
practice,verb,shamanize|scrimmage;walk through|follow
practice of medicine,noun,alternative medicine;complementary medicine;preventive medicine
practice range,noun,firing range;golf range
practice session,noun,fire drill;manual of arms;military drill;rehearsal;rehearsal;review;scrimmage;shadowboxing;target practice
practician,noun,clinician;gongorist;homeopath
practitioner,noun,clinician;gongorist;homeopath
pragmatism,noun,instrumentalism
prairie chicken,noun,greater prairie chicken;heath hen;lesser prairie chicken
prairie crab,noun,bechtel crab
prairie dog,noun,blacktail prairie dog;whitetail prairie dog
prairie fowl,noun,greater prairie chicken;heath hen;lesser prairie chicken
prairie grouse,noun,greater prairie chicken;heath hen;lesser prairie chicken
prairie marmot,noun,blacktail prairie dog;whitetail prairie dog
prairie wolf,noun,coydog
praise,noun,compliment;encomium;eulogy;recommendation;superlative|hallelujah
praise,verb,advertise;applaud;commend;commend;compliment;eulogize;flatter;laud;puff;rave;salute;sonnet;troll
prakrit,noun,pali
pram,noun,bassinet
prank,noun,shtik|dirty trick;practical joke
prate,verb,babble
pratfall,noun,bobble;bull;clanger;faux pas;fluff;fumble;howler;snafu;spectacle;trip
prattle,verb,babble
prawn,noun,river prawn|long-clawed prawn
prayer,noun,blessing;devotion|benediction;collect;commination;deprecation;grace;intercession;invocation;prayer wheel;requiescat|adjuration;courtship;demagoguery;solicitation;suit;supplication|agnus dei;mass;shema|beadsman
prayer book,noun,breviary;missal;psalter
prayerbook,noun,breviary;missal;psalter
pre-emption,noun,preemptive right;subscription right
preacher,noun,evangelist
preacher man,noun,evangelist
preaching,noun,baccalaureate;evangelism;homily;kerygma
preaching,verb,evangelize|sermonize
prearrangement,noun,reservation
precariousness,noun,doubt;fortuitousness;improbability;indefiniteness;speculativeness;unpredictability
precaution,noun,backstop;security
precedence,noun,back burner;front burner
precedency,noun,back burner;front burner
precept,noun,caveat emptor;higher law;hypothetical imperative;moral principle|golden rule;mitzvah
precinct,noun,police precinct;voting precinct
precious metal,noun,bullion;gold;silver
precious stone,noun,crown jewel;diamond;emerald;pearl;ruby;sapphire;solitaire
preciousness,noun,gold
precipitation,noun,fine spray;hail;rain;sleet;snow;virga|abruptness
precis,noun,apercu;brief;epitome
precision rifle,noun,dragunov
preconception,noun,experimenter bias;homophobia;irrational hostility;islamophobia;racism;taboo;tendentiousness
precondition,noun,boundary condition;provision
precursor,noun,predecessor
predator,noun,moss-trooper|carnivore
predatory animal,noun,carnivore
predecessor,noun,forefather
predestination,noun,election
predetermination,noun,election
predicament,noun,care;corner;hot water
predictability,noun,determinateness
prediction,noun,prefiguration;projection;prophecy|extropy;fortunetelling;horoscope;meteorology;prognosis;prophecy
predictor,noun,astrologer;fortuneteller
predilection,noun,acquired taste;weakness
predisposition,noun,diathesis;habitus;hypersensitivity;sensitization|predilection
preeminence,noun,king
preemption,noun,preemptive right;subscription right
preface,verb,preamble;prologize
preference,noun,acquired taste;weakness|wish
preference shares,noun,cumulative preferred
preferred shares,noun,cumulative preferred
preferred stock,noun,cumulative preferred
prefix,noun,alpha privative
prefrontal leucotomy,noun,transorbital lobotomy
prefrontal leukotomy,noun,transorbital lobotomy
prefrontal lobotomy,noun,transorbital lobotomy
pregnancy,noun,ectopic pregnancy;entopic pregnancy;gravida;gravidity;parity;placenta previa;trouble
pregnancy test,noun,friedman test
prehension,noun,clasp
preindication,noun,omen;war cloud
prejudice,noun,experimenter bias;homophobia;irrational hostility;islamophobia;racism;taboo;tendentiousness
prejudice,verb,bias;bias
prelude,noun,chorale prelude
premise,noun,condition;major premise;minor premise;scenario;thesis
premise,verb,preamble;prologize
premises,noun,condition;major premise;minor premise;scenario;thesis
premises,verb,preamble;prologize
premiss,noun,condition;major premise;minor premise;scenario;thesis
premix,noun,ready-mix;self-rising flour
premonition,noun,presage;shadow
prenatal diagnosis,noun,amniocentesis;fetoscopy;sonography
prentice,noun,printer's devil
preoccupancy,noun,absentmindedness;abstractedness
preoccupation,noun,hang-up;hobbyhorse;obsession;self-absorption|absentmindedness;abstractedness
preordination,noun,election
prep school,noun,choir school
preparation,noun,deployment;fire control;groundwork;makeready;planning;priming;turnaround;warm-up|cleansing agent;glycerinated gelatin;nebula;polish;smelling salts;starch|agreement;applecart;calculation;mens rea;premeditation|alert;ready|athletic training;discipline;drill;exercise;military training;retraining;schooling;skull session;toilet training|baking;boiling;braising;broil;cuisine;frying;fusion cooking;percolation;poaching;roasting;toasting
preparatory school,noun,choir school
preparedness,noun,alert;ready
prerogative,noun,easement;privilege of the floor
presage,noun,auspice;death knell;foreboding
presage,verb,foreshow;threaten
preschool,noun,kindergarten;nursery school;playschool
prescript,noun,bylaw;canon;dictate;etiquette;gigo;golden rule;miranda rule;order;principle;protocol;regulation;rubric;rule of evidence
prescription drug,noun,refill
prescription medicine,noun,refill
preseason,noun,spring training
presence,noun,hereness;immanence;inherence;occurrence;shadow;thereness;thereness;ubiety;ubiquity|dignity
presenile dementia,noun,alzheimer's disease;pick's disease
present tense,noun,historical present
presentation,noun,counterdemonstration;exhibition;exposure;lecture demonstration;performance|production;unveiling|first reading;second reading|float;snellen chart;spectacle|debut;reintroduction
presenter,noun,abnegator;almsgiver;indian giver;philanthropist;settlor;subscriber;subsidizer;tipper
presentiment,noun,presage;shadow
presentment,noun,counterdemonstration;exhibition;exposure;lecture demonstration;performance
presentness,noun,currentness
preservation,noun,conservation;environmentalism;immobilization;reservation;self-preservation|embalmment;fixation;plastination;refrigeration
preserve,noun,shooting preserve|apple butter;chowchow;jam;jelly;lemon curd;marmalade
preserve,verb,mummify;perpetuate;persevere;prolong;resume|embalm;hold the line;plastinate|conserve;record|can;conserve;corn;cure;dehydrate;freeze-dry;pickle;refrigerate;salt
preserver,noun,salter|defender|life buoy;life jacket;water wings
preserves,noun,apple butter;chowchow;jam;jelly;lemon curd;marmalade|shooting preserve|apple butter;chowchow;jam;jelly;lemon curd;marmalade
preserves,verb,mummify;perpetuate;persevere;prolong;resume|embalm;hold the line;plastinate|conserve;record|can;conserve;corn;cure;dehydrate;freeze-dry;pickle;refrigerate;salt
presidency,noun,president of the united states
president,noun,ex-president|kalon tripa;vice chairman
presidentship,noun,president of the united states
presiding officer,noun,moderator;moderator;president;speaker
press,noun,free press;magazine;newspaper|flatbed press;rotary press;standing press|traffic jam|armoire;clothes closet;coat closet|cheese press;ciderpress;garlic press;hydraulic press;punch press;winepress|compression;impression
press,verb,crunch;drag down;knuckle;push;squash;squeeze|preach;push;rush|calender;iron|astringe;bear down;choke;choke;choke;convulse;convulse;prim;strangulate|mangle
press-up,noun,widegrip pushup
press agency,noun,syndicate
press association,noun,syndicate
press conference,noun,backgrounder
press run,noun,split run
pressman,noun,compositor;proofreader|foreign correspondent;war correspondent
pressure,noun,blood pressure;gas pressure;head;hydrostatic head;intraocular pressure;oil pressure;osmotic pressure;radiation pressure;sound pressure;suction;vapor pressure|compression;impression|barometric pressure;compartment pressure;overpressure;sea-level pressure
pressure,verb,bludgeon;bring oneself;dragoon;drive;squeeze for;steamroller;terrorize;turn up the heat
pressure gage,noun,manometer;sphygmomanometer
pressure gauge,noun,manometer;sphygmomanometer
pressure group,noun,national rifle association
pressure level,noun,blood pressure;gas pressure;head;hydrostatic head;intraocular pressure;oil pressure;osmotic pressure;radiation pressure;sound pressure;suction;vapor pressure
pressure suit,noun,anti-g suit;spacesuit
pressure unit,noun,bar;barye;millibar;pascal;pounds per square inch;standard atmosphere;torr
prestidigitator,noun,escapologist;mind reader
presumption,noun,uppityness
presumptuousness,noun,uppityness
pretence,noun,bluff;hypocrisy;pretext|affectation;appearance;make-believe;masquerade
pretender,noun,name dropper;ringer|smoothie;tartuffe;whited sepulcher
pretending,noun,affectation;appearance;make-believe;masquerade
pretending,verb,mouth;play possum;take a dive;talk through one's hat|simulate|predict;suspect|go through the motions
